AMOUNT;p1_Fraud;p2_Fraud;p3_Fraud;p4_Fraud;p5_Fraud;CLASS
54;0.4780;0.7780;0.8891;0.5260;0.9780;F
194;0.3208;0.4850;0.3500;0.3283;0.3850;G
52;0.6930;0.7930;0.9027;0.5310;0.9930;F
52;0.4900;0.7900;0.9000;0.5300;0.9900;F
335;0.1175;0.2410;0.1282;0.2470;0.1410;F
98;0.2267;0.3720;0.2473;0.2907;0.2720;G
57000;0.6170;0.7170;0.8336;0.5057;0.9170;F
194;0.3317;0.4980;0.3618;0.3327;0.3980;G
21800;0.1417;0.2700;0.1545;0.2567;0.1700;G
97;0.3375;0.2050;0.3682;0.3350;0.4050;G
1000;0.3075;0.4690;0.3355;0.3230;0.3690;G
;0.6480;0.7480;0.4980;0.9480;0.9480;G
920;0.2808;0.4370;0.3064;0.3123;0.3370;G
200;0.3940;0.4940;0.2440;0.4313;0.6940;G
7000;0.3617;0.2340;0.3945;0.3447;0.4340;G
5000;0.3670;0.4670;0.2170;0.4223;0.6670;G
1000;0.1200;0.2440;0.1309;0.2480;0.1440;G
1;0.5810;0.6810;0.4310;0.4937;0.8810;G
1305.2400;0.0517;0.1620;0.0564;0.2207;0.0620;F
;0.5300;0.6300;0.3800;0.4767;0.8300;G
1606;0.5720;0.6720;0.4220;0.4907;0.8720;G
2900;0.6940;0.7940;0.9036;0.9940;0.9940;F
35000;0.6560;0.7560;0.5060;0.5187;0.9560;G
48;0.2575;0.4090;0.2809;0.3030;0.3090;G
113;0.0625;0.1750;0.0682;0.2250;0.0750;F
194;0.4067;0.2880;0.4436;0.3627;0.4880;G
97;0.2450;0.3940;0.2673;0.2980;0.2940;G
48;0.4067;0.2880;0.4436;0.3627;0.4880;G
3700;0.4250;0.7250;0.8409;0.5083;0.9250;F
600;0.3830;0.4830;0.2330;0.4277;0.6830;G
2000;0.5520;0.6520;0.4020;0.4840;0.8520;G
97;0.3317;0.4980;0.3618;0.3327;0.3980;G
29610.6300;0.3750;0.2500;0.4091;0.3500;0.4500;G
1885;0.6200;0.7200;0.4700;0.5067;0.9200;G
48;0.4067;0.2880;0.4436;0.3627;0.4880;G
48;0.2550;0.3550;0.5045;0.3850;0.5550;G
0.9000;0.1658;0.2990;0.1809;0.2663;0.1990;G
;0.0533;0.1640;0.0582;0.2213;0.0640;G
0.0800;0.0075;0.1090;0.0082;0.2030;0.0090;G
2000;0.4860;0.7860;0.8964;0.5287;0.9860;F
1000;0.4910;0.7910;0.9009;0.5303;0.9910;F
97;0.4067;0.2880;0.4436;0.3627;0.4880;G
2;0.3950;0.2740;0.4309;0.3580;0.4740;G
97;0.3333;0.5000;0.3636;0.3333;0.4000;G
763.2700;0.1870;0.4870;0.6245;0.4290;0.6870;F
603000;0.2230;0.3230;0.4755;0.3743;0.5230;G
194;0.2550;0.3550;0.5045;0.3850;0.5550;G
800;0.4900;0.7900;0.9000;0.5300;0.9900;F
5000;0.2940;0.5940;0.7218;0.4647;0.7940;F
3000;0.4220;0.7220;0.8382;0.5073;0.9220;F
200;0.2167;0.3600;0.2364;0.2867;0.2600;G
194;0.3420;0.4420;0.1920;0.4140;0.6420;G
6200;0.0767;0.1920;0.0836;0.2307;0.0920;G
100;0.3430;0.4430;0.1930;0.4143;0.6430;G
3000;0.6950;0.7950;0.9045;0.5317;0.9950;F
47;0.3460;0.4460;0.1960;0.4153;0.6460;G
3000;0.4300;0.7300;0.8455;0.5100;0.9300;F
5000;0.3950;0.4950;0.2450;0.4317;0.6950;G
3000;0.2350;0.3820;0.2564;0.2940;0.2820;G
3000;0.1690;0.4690;0.6082;0.4230;0.6690;F
3000;0.4390;0.7390;0.8536;0.5130;0.9390;F
900;0.4920;0.7920;0.9018;0.5307;0.9920;F
800;0.4940;0.7940;0.9036;0.5313;0.9940;F
870.7000;0.3908;0.2690;0.4264;0.3563;0.4690;F
3411.7200;0.1550;0.4550;0.5955;0.4183;0.6550;F
2000;0.1690;0.4690;0.6082;0.4230;0.6690;F
1200;0.3158;0.4790;0.1790;0.3263;0.3790;G
2000;0.2000;0.5000;0.6364;0.4333;0.7000;F
;0.3500;0.2200;0.2200;0.3400;0.4200;G
2100;0.5740;0.6740;0.7945;0.4913;0.8740;F
100;0.3560;0.4560;0.2060;0.4187;0.6560;G
0;0.2140;0.3140;0.4673;0.3713;0.5140;G
200;0.3720;0.6720;0.7927;0.4907;0.8720;F
1500;0.4700;0.7700;0.8818;0.5233;0.9700;F
50;0.3500;0.4500;0.2000;0.4167;0.6500;G
100029.9000;0.4083;0.2900;0.4455;0.3633;0.4900;G
1;0.0658;0.1790;0.0718;0.2263;0.0790;G
0;0.4540;0.5540;0.3040;0.4513;0.7540;G
80;0.0533;0.1640;0.0582;0.2213;0.0640;G
100;0.3620;0.4620;0.2120;0.4207;0.6620;G
50;0.3550;0.4550;0.2050;0.4183;0.6550;G
53000.8400;0.2508;0.4010;0.2736;0.3003;0.3010;G
1500;0.4730;0.7730;0.8845;0.5243;0.9730;F
.2400;0.2558;0.4070;0.2791;0.3023;0.3070;G
47;0.3550;0.4550;0.2050;0.4183;0.6550;G
85000;0.2025;0.3430;0.0430;0.2810;0.2430;G
50;0.4067;0.2880;0.4436;0.3627;0.4880;G
0;0.0875;0.2050;0.0955;0.2350;0.1050;G
3000;0.0708;0.1850;0.0773;0.2283;0.0850;G
10;0.2000;0.3400;0.2182;0.2800;0.2400;G
7;0.3225;0.4870;0.3518;0.3290;0.3870;G
7;0.3883;0.2660;0.4236;0.3553;0.4660;G
7;0.3717;0.2460;0.4055;0.3487;0.4460;G
20;0.0525;0.1630;0.0573;0.2210;0.0630;G
7;0.3608;0.2330;0.3936;0.3443;0.4330;G
48;0.2250;0.3250;0.4773;0.3750;0.5250;G
7;0.3392;0.2070;0.3700;0.3357;0.4070;G
70;0.3283;0.4940;0.3582;0.3313;0.3940;G
4839.9600;0.0217;0.1260;0.0236;0.2087;0.0260;G
;0.3433;0.2120;0.3745;0.3373;0.4120;F
4300;0.3050;0.6050;0.7318;0.4683;0.8050;F
3000;0.6910;0.7910;0.9009;0.9910;0.9910;F
0;0.3410;0.4410;0.1910;0.4137;0.6410;G
48000;0.2930;0.3930;0.5391;0.3977;0.5930;G
99500;0.3320;0.4320;0.1820;0.4107;0.6320;G
;0.4860;0.5860;0.3360;0.4620;0.7860;G
5000;0.2010;0.3010;0.3010;0.3670;0.5010;G
0;0.3360;0.4360;0.1860;0.4120;0.6360;G
97;0.2292;0.3750;0.2500;0.2917;0.2750;G
48;0.2250;0.3250;0.4773;0.3750;0.5250;G
1000;0.6960;0.7960;0.5460;0.5320;0.9960;G
6000;0.4170;0.7170;0.8336;0.5057;0.9170;F
3800;0.4630;0.7630;0.8755;0.5210;0.9630;F
97;0.3250;0.4900;0.3545;0.3300;0.3900;G
194;0.3958;0.2750;0.4318;0.3583;0.4750;G
84.2900;0.1520;0.4520;0.5927;0.4173;0.6520;F
3800;0.4630;0.7630;0.8755;0.5210;0.9630;F
500;0.4760;0.7760;0.8873;0.5253;0.9760;F
10.8800;0.4760;0.7760;0.8873;0.5253;0.9760;F
10.0600;0.4760;0.7760;0.8873;0.5253;0.9760;F
97;0.2608;0.4130;0.2845;0.3043;0.3130;G
10;0.4760;0.7760;0.8873;0.5253;0.9760;F
3000;0.6980;0.7980;0.9073;0.5327;0.9980;F
10.0400;0.4760;0.7760;0.8873;0.5253;0.9760;F
2000;0.4630;0.7630;0.8755;0.5210;0.9630;F
500;0.2867;0.4440;0.3127;0.3147;0.3440;G
3000;0.2858;0.4430;0.3118;0.3143;0.3430;G
2000;0.3217;0.4860;0.3509;0.3287;0.3860;G
500;0.2867;0.4440;0.3127;0.3147;0.3440;G
2000;0.3950;0.2740;0.4309;0.3580;0.4740;G
2000;0.3958;0.2750;0.4318;0.3583;0.4750;G
2000;0.6950;0.7950;0.9045;0.5317;0.9950;F
28000;0.1980;0.4980;0.6345;0.4327;0.6980;F
2900;0.6930;0.7930;0.9027;0.5310;0.9930;F
170;0.0400;0.1480;0.0436;0.2160;0.0480;F
4542.4200;0.6960;0.7960;0.5460;0.5320;0.9960;G
97;0.4067;0.2880;0.4436;0.3627;0.4880;G
2900;0.6930;0.7930;0.9027;0.5310;0.9930;F
500;0.3300;0.4960;0.3600;0.3320;0.3960;G
0;0.1530;0.4530;0.5936;0.4177;0.6530;F
3000;0.1900;0.4900;0.6273;0.4300;0.6900;F
20200;0.1100;0.2320;0.1200;0.2440;0.1320;G
28000;0.2910;0.5910;0.7191;0.4637;0.7910;F
600;0.0517;0.1620;0.0564;0.2207;0.0620;G
2900;0.6820;0.7820;0.8927;0.9820;0.9820;F
;0.1570;0.4570;0.5973;0.4190;0.6570;F
10.3700;0.3458;0.2150;0.3773;0.3383;0.4150;F
58615;0.3560;0.4560;0.2060;0.4187;0.6560;G
48;0.2560;0.3560;0.5055;0.3853;0.5560;G
0;0.1530;0.4530;0.5936;0.4177;0.6530;F
145;0.4067;0.2880;0.4436;0.3627;0.4880;G
97;0.2267;0.3720;0.2473;0.2907;0.2720;G
;0.2040;0.5040;0.6400;0.4347;0.7040;F
100033.5000;0.3340;0.6340;0.7582;0.4780;0.8340;F
0;0.1750;0.4750;0.6136;0.4250;0.6750;F
0;0.4340;0.7340;0.8491;0.5113;0.9340;F
2900;0.6900;0.7900;0.9000;0.9900;0.9900;F
49000;0.6100;0.7100;0.4600;0.5033;0.9100;G
48;0.3058;0.4670;0.3336;0.3223;0.3670;G
17;0.4067;0.2880;0.4436;0.3627;0.4880;G
0;0.2050;0.5050;0.6409;0.4350;0.7050;F
2900;0.6930;0.7930;0.9027;0.5310;0.9930;F
10;0.5940;0.6940;0.8127;0.4980;0.8940;F
194;0.2342;0.3810;0.2555;0.2937;0.2810;G
0.9700;0.2242;0.3690;0.2445;0.2897;0.2690;G
0;0.3670;0.6670;0.7882;0.4890;0.8670;F
0;0.1750;0.4750;0.6136;0.4250;0.6750;F
48;0.6930;0.7930;0.9027;0.5310;0.9930;F
97;0.4067;0.2880;0.4436;0.3627;0.4880;G
3189.4000;0.3717;0.2460;0.4055;0.3487;0.4460;G
5000;0.0833;0.2000;0.0909;0.2333;0.1000;G
;0.2180;0.5180;0.6527;0.4393;0.7180;F
48;0.4067;0.2880;0.4436;0.3627;0.4880;G
0;0.1600;0.4600;0.6000;0.4200;0.6600;F
1;0.6750;0.7750;0.8864;0.9750;0.9750;F
0.9700;0.2242;0.3690;0.2445;0.2897;0.2690;G
100412.4700;0.1433;0.2720;0.1564;0.2573;0.1720;F
100894.8700;0.0783;0.1940;0.0855;0.2313;0.0940;G
;0.0625;0.2750;0.0682;0.2250;0.0750;F
0;0.0567;0.1680;0.0618;0.2227;0.0680;G
0.6400;0.0550;0.1660;0.0600;0.2220;0.0660;G
0.6400;0.2900;0.4480;0.3164;0.3160;0.3480;G
;0.2680;0.3680;0.5164;0.3893;0.5680;F
1000;0.3883;0.2660;0.4236;0.3553;0.4660;G
500;0.3517;0.2220;0.3836;0.3407;0.4220;G
1000;0.3108;0.4730;0.3391;0.3243;0.3730;G
0;0.3120;0.4120;0.5564;0.4040;0.6120;F
300;0.3900;0.2680;0.4255;0.3560;0.4680;G
300;0.2690;0.3690;0.5173;0.3897;0.5690;G
0;0.1620;0.4620;0.6018;0.4207;0.6620;F
300;0.2710;0.3710;0.5191;0.3903;0.5710;G
49000;0.2660;0.3660;0.5145;0.3887;0.5660;G
49000;0.4058;0.2870;0.4427;0.3623;0.4870;G
97;0.4067;0.2880;0.4436;0.3627;0.4880;G
200;0.2840;0.3840;0.5309;0.3947;0.5840;G
49000;0.3550;0.4550;0.2050;0.4183;0.6550;G
300;0.2840;0.3840;0.5309;0.3947;0.5840;G
18008.3900;0.2983;0.4580;0.3255;0.3193;0.3580;G
97;0.2025;0.3430;0.2209;0.2810;0.2430;G
51076.2200;0.3142;0.4770;0.3427;0.3257;0.3770;G
0;0.2500;0.5500;0.6818;0.4500;0.7500;F
3000;0.6980;0.7980;0.9073;0.5327;0.9980;F
260;0.6950;0.7950;0.9045;0.5317;0.9950;F
;0.2433;0.3920;0.2655;0.2973;0.2920;G
2000;0.2350;0.3350;0.4864;0.3783;0.5350;F
210;0.6970;0.7970;0.5470;0.5323;0.9970;G
311176.1700;0.3333;0.5000;0.3636;0.3333;0.4000;G
263903.5400;0.3325;0.4990;0.3627;0.3330;0.3990;G
188968.5000;0.3367;0.2040;0.3673;0.3347;0.4040;G
0;0.3420;0.4420;0.1920;0.4140;0.6420;G
5300;0.1133;0.2360;0.1236;0.2453;0.1360;G
450;0.1975;0.3370;0.2155;0.2790;0.2370;G
97.6300;0.3083;0.4700;0.3364;0.3233;0.3700;G
88300;0.1142;0.2370;0.1245;0.2457;0.1370;G
100;0.3550;0.4550;0.2050;0.4183;0.6550;G
261;0.2008;0.3410;0.2191;0.2803;0.2410;F
2500;0.2692;0.4230;0.2936;0.3077;0.3230;G
350;0.1667;0.3000;0.1818;0.2667;0.2000;G
1;0.2667;0.4200;0.2909;0.3067;0.3200;G
;0.2433;0.3920;0.2655;0.2973;0.2920;G
252700;0.6670;0.7670;0.5170;0.5223;0.9670;G
;0.6100;0.7100;0.4600;0.5033;0.9100;G
95574;0.3058;0.4670;0.1670;0.3223;0.3670;G
3836.7300;0.5430;0.6430;0.3930;0.8430;0.8430;G
10061.0900;0.0500;0.1600;0.0545;0.2200;0.0600;G
5600;0.1250;0.2500;0.1364;0.2500;0.1500;G
3000;0.6960;0.7960;0.9055;0.9960;0.9960;F
3000;0.6970;0.7970;0.9064;0.9970;0.9970;F
3000;0.7000;0.8000;0.9091;1;1;F
3000;0.4750;0.7750;0.8864;0.5250;0.9750;F
3000;0.6900;0.7900;0.9000;0.9900;0.9900;F
600;0.2842;0.4410;0.3100;0.3137;0.3410;F
3000;0.4900;0.7900;0.9000;0.5300;0.9900;F
3000;0.4930;0.7930;0.9027;0.5310;0.9930;F
990;0.4560;0.7560;0.8691;0.5187;0.9560;F
6000;0.4770;0.7770;0.8882;0.5257;0.9770;F
6000;0.4890;0.7890;0.8991;0.5297;0.9890;F
538810.3000;0.0167;0.1200;0.0182;0.2067;0.0200;G
24000;0.0292;0.1350;0.0318;0.2117;0.0350;G
;0.3642;0.2370;0.3973;0.3457;0.4370;G
0;0.2792;0.4350;0.1350;0.3117;0.3350;G
300;0.2620;0.3620;0.5109;0.3873;0.5620;G
300;0.2860;0.3860;0.5327;0.3953;0.5860;G
300;0.2830;0.3830;0.5300;0.3943;0.5830;G
300;0.2830;0.3830;0.5300;0.3943;0.5830;G
150;0.4100;0.2920;0.4473;0.3640;0.4920;G
2000;0.2942;0.4530;0.3209;0.3177;0.3530;G
3000;0.4920;0.7920;0.9018;0.5307;0.9920;F
3045.6600;0.4870;0.7870;0.8973;0.5290;0.9870;F
39.1000;0.0250;0.1300;0.0273;0.2100;0.0300;G
353.7300;0.5060;0.6060;0.3560;0.4687;0.8060;G
20;0.1800;0.4800;0.6182;0.4267;0.6800;F
16600;0.1233;0.2480;0.1345;0.2493;0.1480;G
5000;0.1783;0.3140;0.1945;0.2713;0.2140;G
5000;0.1233;0.2480;0.1345;0.2493;0.1480;G
28000;0.2358;0.3830;0.2573;0.2943;0.2830;G
150;0.1383;0.2660;0.1509;0.2553;0.1660;G
376.4000;0.4530;0.5530;0.3030;0.4510;0.7530;G
2000;0.0525;0.1630;0.0573;0.2210;0.0630;G
100;0.4780;0.5780;0.3280;0.4593;0.7780;G
4;0.1308;0.2570;0.1427;0.2523;0.1570;G
0;0.0583;0.1700;0.0636;0.2233;0.0700;G
0;0.2342;0.3810;0.2555;0.2937;0.2810;G
326.2600;0.1033;0.2240;0.1127;0.2413;0.1240;G
18000;0.3608;0.2330;0.2330;0.3443;0.4330;G
5000;0.0375;0.1450;0.0409;0.2150;0.0450;G
6200;0.4108;0.2930;0.4482;0.3643;0.4930;F
233813.1800;0.2800;0.4360;0.3055;0.3120;0.3360;F
0;0.4075;0.6890;0.2890;0.3630;0.4890;F
400600.2500;0.2525;0.4030;0.2755;0.3010;0.3030;G
23.3300;0.3850;0.4850;0.2350;0.4283;0.6850;G
200;0.0217;0.1260;0.0236;0.2087;0.0260;G
20126.1500;0.2175;0.3610;0.2373;0.2870;0.2610;G
0;0.3833;0.2600;0.2600;0.3533;0.4600;G
870;0.4670;0.5670;0.3170;0.4557;0.7670;G
45000;0.3200;0.4840;0.3491;0.3280;0.3840;G
850;0.3930;0.4930;0.2430;0.4310;0.6930;G
45000;0.2325;0.3790;0.0790;0.2930;0.2790;G
850;0.5460;0.6460;0.3960;0.4820;0.8460;G
500;0.1083;0.2300;0.1182;0.2433;0.1300;G
30500;0.3760;0.4760;0.2260;0.4253;0.6760;G
5000;0.2730;0.3730;0.3730;0.3910;0.5730;G
900;0.0717;0.1860;0.0782;0.2287;0.0860;G
700;0.1050;0.2260;0.1145;0.2420;0.1260;G
0;0.1640;0.4640;0.6036;0.4213;0.6640;F
11000;0.2360;0.3360;0.3360;0.3787;0.5360;G
60.0700;0.0917;0.2100;0.1000;0.2367;0.1100;G
101246.2300;0.1533;0.2840;0.1673;0.2613;0.1840;G
13500;0.6930;0.7930;0.5430;0.5310;0.9930;G
500;0.6930;0.7930;0.5430;0.5310;0.9930;G
26500;0.6900;0.7900;0.9000;0.5300;0.9900;F
;0.2970;0.3970;0.5427;0.3990;0.5970;F
394.2900;0.2758;0.4310;0.3009;0.3103;0.3310;G
;0.3758;0.2510;0.4100;0.3503;0.4510;F
4000;0.2200;0.3640;0.2400;0.2880;0.2640;G
;0.1530;0.4530;0.5936;0.4177;0.6530;F
;0.3442;0.2130;0.3755;0.3377;0.4130;G
;0.2583;0.4100;0.2818;0.3033;0.3100;G
30518.7700;0.1383;0.2660;0.1509;0.2553;0.1660;G
19900;0.6480;0.7480;0.4980;0.9480;0.9480;G
53636.5700;0.2170;0.3170;0.4700;0.3723;0.5170;G
;0.2990;0.5990;0.7264;0.4663;0.7990;F
192867.7200;0.2483;0.3980;0.2709;0.2993;0.2980;G
54985;0.4320;0.5320;0.2820;0.4440;0.7320;G
15000;0.2310;0.5310;0.6645;0.4437;0.7310;F
97967.8700;0.2650;0.4180;0.1180;0.3060;0.3180;G
3000;0.6420;0.7420;0.4920;0.5140;0.9420;G
3000;0.6900;0.7900;0.5400;0.5300;0.9900;G
3000;0.3060;0.6060;0.7327;0.4687;0.8060;F
3000;0.6910;0.7910;0.5410;0.5303;0.9910;G
3000;0.4440;0.7440;0.8582;0.5147;0.9440;F
3000;0.4460;0.7460;0.8600;0.5153;0.9460;F
3000;0.6910;0.7910;0.5410;0.5303;0.9910;G
3000;0.4540;0.7540;0.8673;0.5180;0.9540;F
3000;0.6920;0.7920;0.5420;0.5307;0.9920;G
59;0.6950;0.7950;0.5450;0.5317;0.9950;G
2000;0.6580;0.7580;0.8709;0.5193;0.9580;F
2000;0.4580;0.7580;0.8709;0.5193;0.9580;F
3000;0.6920;0.7920;0.5420;0.5307;0.9920;G
;0.1570;0.4570;0.5973;0.4190;0.6570;F
1900;0.6920;0.7920;0.5420;0.5307;0.9920;G
97;0.4067;0.2880;0.4436;0.3627;0.4880;G
48;0.3900;0.2680;0.4255;0.3560;0.4680;G
48;0.3690;0.4690;0.2190;0.4230;0.6690;G
4000;0.2067;0.3480;0.0480;0.2827;0.2480;G
485;0.4058;0.2870;0.4427;0.3623;0.4870;G
48;0.2080;0.3080;0.4618;0.3693;0.5080;G
3000;0.6940;0.7940;0.5440;0.5313;0.9940;G
48;0.2590;0.3590;0.5082;0.3863;0.5590;G
2051.1900;0.5980;0.6980;0.4480;0.4993;0.8980;G
97;0.3690;0.4690;0.2190;0.4230;0.6690;G
97;0.4000;0.5000;0.2500;0.4333;0.7000;G
2000;0.5130;0.6130;0.3630;0.4710;0.8130;G
817024.4300;0.2500;0.4000;0.2727;0.3000;0.3000;F
;0.3158;0.4790;0.3445;0.3263;0.3790;F
5300;0.6700;0.7700;0.5200;0.5233;0.9700;G
2000;0.3933;0.6720;0.2720;0.3573;0.4720;F
20180;0.3710;0.4710;0.2210;0.4237;0.6710;G
;0.6910;0.7910;0.9009;0.9910;0.9910;U
700;0.3540;0.4540;0.2040;0.4180;0.6540;G
1021.5200;0.0633;0.1760;0.0691;0.2253;0.0760;G
100;0.3720;0.4720;0.2220;0.4240;0.6720;G
97;0.5840;0.6840;0.4340;0.4947;0.8840;G
;0.6930;0.7930;0.5430;0.5310;0.9930;G
8000;0.0300;0.1360;0.0327;0.2120;0.0360;G
160145.0400;0.3275;0.4930;0.3573;0.3310;0.3930;G
0;0.3110;0.4110;0.1610;0.4037;0.6110;G
2000;0.0792;0.1950;0.0864;0.2317;0.0950;G
97;0.5790;0.6790;0.4290;0.4930;0.8790;G
10;0.3480;0.4480;0.5891;0.4160;0.6480;F
9200;0.3320;0.4320;0.5745;0.4107;0.6320;F
500;0.2883;0.4460;0.3145;0.3153;0.3460;G
15000;0.6590;0.7590;0.5090;0.9590;0.9590;G
69500;0.2970;0.5970;0.7245;0.4657;0.7970;F
100;0.6900;0.7900;0.5400;0.5300;0.9900;G
60;0.3800;0.6800;0.8000;0.4933;0.8800;F
154042.4800;0.0350;0.1420;0.0382;0.2140;0.0420;G
4950;0.6220;0.7220;0.4720;0.5073;0.9220;G
2000;0.0767;0.1920;0.0836;0.2307;0.0920;G
5000;0.2950;0.4540;0.3218;0.3180;0.3540;G
550004.5200;0.2183;0.3620;0.2382;0.2873;0.2620;G
5300;0.6890;0.7890;0.5390;0.5297;0.9890;G
1900;0.5300;0.6300;0.3800;0.4767;0.8300;G
4950;0.6590;0.7590;0.5090;0.5197;0.9590;G
73000;0.3442;0.2130;0.2130;0.3377;0.4130;G
4950;0.6910;0.7910;0.5410;0.5303;0.9910;G
;0.2810;0.5810;0.7100;0.4603;0.7810;F
;0.2900;0.5900;0.7182;0.4633;0.7900;F
;0.6620;0.7620;0.8745;0.9620;0.9620;F
5000;0.6670;0.7670;0.5170;0.5223;0.9670;G
207500;0.3010;0.4010;0.5464;0.4003;0.6010;F
346;0.4810;0.7810;0.8918;0.5270;0.9810;F
1900;0.6040;0.7040;0.4540;0.5013;0.9040;G
4100;0.3240;0.4240;0.5673;0.4080;0.6240;F
4500;0.6910;0.7910;0.9009;0.5303;0.9910;F
.9300;0.4210;0.7210;0.8373;0.5070;0.9210;F
5000;0.6910;0.7910;0.5410;0.5303;0.9910;G
7500;0.0983;0.2180;0.1073;0.2393;0.1180;G
41000;0.6420;0.7420;0.4920;0.5140;0.9420;G
;0.6840;0.7840;0.5340;0.5280;0.9840;G
;0.6070;0.7070;0.4570;0.5023;0.9070;G
3837.0600;0.0400;0.1480;0.0436;0.2160;0.0480;G
97;0.5910;0.6910;0.4410;0.4970;0.8910;G
4100;0.3400;0.4400;0.5818;0.4133;0.6400;F
;0.6630;0.7630;0.8755;0.9630;0.9630;F
16744.7400;0.1790;0.4790;0.6173;0.4263;0.6790;F
1900;0.6750;0.7750;0.5250;0.5250;0.9750;G
200;0.6900;0.7900;0.5400;0.5300;0.9900;G
3000;0.6750;0.7750;0.8864;0.9750;0.9750;U
48;0.2460;0.3460;0.4964;0.3820;0.5460;G
3000;0.3760;0.6760;0.7964;0.4920;0.8760;F
3.9400;0.2940;0.3940;0.5400;0.3980;0.5940;G
0;0.6910;0.7910;0.5410;0.5303;0.9910;G
9909;0.1880;0.4880;0.6255;0.4293;0.6880;F
1048;0.1900;0.4900;0.6273;0.4300;0.6900;F
3000;0.6750;0.7750;0.8864;0.9750;0.9750;U
3000;0.4410;0.7410;0.8555;0.5137;0.9410;F
5000;0.4270;0.7270;0.8427;0.5090;0.9270;F
850;0.6850;0.7850;0.5350;0.5283;0.9850;G
95312.2200;0.3575;0.2290;0.3900;0.3430;0.4290;G
266010.4300;0.1600;0.2920;0.1745;0.2640;0.1920;G
88714.8100;0.3575;0.2290;0.3900;0.3430;0.4290;G
242;0.3967;0.2760;0.4327;0.3587;0.4760;G
0;0.5170;0.6170;0.3670;0.4723;0.8170;G
97;0.4042;0.2850;0.4409;0.3617;0.4850;G
2051.1900;0.6850;0.7850;0.5350;0.5283;0.9850;G
0;0.3308;0.4970;0.1970;0.3323;0.3970;G
100;0.3700;0.2440;0.4036;0.3480;0.4440;G
3000;0.6900;0.7900;0.9000;0.5300;0.9900;F
850;0.4960;0.5960;0.3460;0.4653;0.7960;G
1900;0.6740;0.7740;0.5240;0.5247;0.9740;G
2000;0.0300;0.1360;0.0327;0.2120;0.0360;F
2500;0.6900;0.7900;0.9000;0.5300;0.9900;F
1000;0.4610;0.7610;0.8736;0.5203;0.9610;F
100;0.3142;0.4770;0.3427;0.3257;0.3770;G
100;0.0250;0.1300;0.0273;0.2100;0.0300;F
1600;0.1692;0.3030;0.1845;0.2677;0.2030;G
5000;0.6920;0.7920;0.9018;0.5307;0.9920;F
15000;0.6400;0.7400;0.4900;0.5133;0.9400;G
211.1800;0.3930;0.4930;0.2430;0.4310;0.6930;G
1900;0.6810;0.7810;0.5310;0.5270;0.9810;G
100;0.6960;0.7960;0.5460;0.5320;0.9960;G
23000;0.2558;0.4070;0.2791;0.3023;0.3070;G
5500;0.0442;0.1530;0.0482;0.2177;0.0530;G
1000;0.1125;0.2350;0.1227;0.2450;0.1350;G
2000;0.6710;0.7710;0.5210;0.5237;0.9710;G
6000;0.0342;0.1410;0.0373;0.2137;0.0410;G
150;0.6730;0.7730;0.5230;0.5243;0.9730;G
0;0.3710;0.4710;0.2210;0.4237;0.6710;G
45000;0.0400;0.1480;0.0436;0.2160;0.0480;G
2000;0.6910;0.7910;0.5410;0.5303;0.9910;G
150;0.6860;0.7860;0.5360;0.5287;0.9860;G
20140;0.6830;0.7830;0.5330;0.5277;0.9830;G
922;0.4740;0.5740;0.3240;0.4580;0.7740;G
;0.6950;0.7950;0.5450;0.5317;0.9950;G
100;0.3810;0.4810;0.2310;0.4270;0.6810;G
10;0.2140;0.5140;0.6491;0.4380;0.7140;F
299640.7700;0.2440;0.3440;0.4945;0.3813;0.5440;G
10;0.2140;0.5140;0.6491;0.4380;0.7140;F
2500;0.4167;0.3000;0.4545;0.3667;0.5000;F
450;0.6810;0.7810;0.5310;0.5270;0.9810;G
2000;0.4480;0.5480;0.2980;0.4493;0.7480;G
850;0.5530;0.6530;0.4030;0.4843;0.8530;G
50;0.4530;0.5530;0.3030;0.4510;0.7530;G
1750;0.6910;0.7910;0.5410;0.5303;0.9910;G
1;0.2320;0.5320;0.6655;0.4440;0.7320;F
3000;0.4480;0.5480;0.2980;0.4493;0.7480;G
250;0.4900;0.7900;0.9000;0.5300;0.9900;F
50;0.5900;0.6900;0.4400;0.4967;0.8900;G
2500;0.5020;0.6020;0.7291;0.4673;0.8020;F
99962.4300;0.2208;0.3650;0.2409;0.2883;0.2650;G
;0.6340;0.7340;0.8491;0.5113;0.9340;F
;0.6940;0.7940;0.5440;0.5313;0.9940;G
5000;0.5080;0.6080;0.3580;0.4693;0.8080;G
200;0.6800;0.7800;0.5300;0.5267;0.9800;G
8000;0.6160;0.7160;0.8327;0.5053;0.9160;U
149721.8700;0.2883;0.4460;0.3145;0.3153;0.3460;G
850;0.6920;0.7920;0.5420;0.5307;0.9920;G
3000;0.3892;0.2670;0.4245;0.3557;0.4670;F
425;0.6910;0.7910;0.5410;0.5303;0.9910;G
50;0.6910;0.7910;0.5410;0.5303;0.9910;G
93754.3400;0.1930;0.4930;0.6300;0.4310;0.6930;F
100;0.3958;0.2750;0.4318;0.3583;0.4750;G
3556.6200;0.5460;0.6460;0.3960;0.4820;0.8460;G
;0.3870;0.4870;0.2370;0.4290;0.6870;G
100;0.6830;0.7830;0.5330;0.5277;0.9830;G
1236.2000;0.6760;0.7760;0.5260;0.5253;0.9760;G
